movie_title,genres,gross,imdb_score,director_name,actor_1_name,actor_2_name,actor_3_name
Australia�,Adventure|Drama|Romance|War,49551662,6.6,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo
After Earth�,Action|Adventure|Sci-Fi,60522097,4.9,M. Night Shyamalan,Will Smith,Zo� Kravitz,Glenn Morshower
Dinosaur�,Adventure|Animation|Family|Thriller,137748063,6.5,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese
Harry Potter and the Deathly Hallows: Part II�,Action|Fantasy,,7.5,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson
Night at the Museum: Secret of the Tomb�,Adventure|Comedy|Family|Fantasy,113733726,6.2,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan
Megamind�,Action|Animation|Comedy|Family|Sci-Fi,148337537,7.3,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell
Harry Potter and the Sorcerer's Stone�,Adventure|Family|Fantasy,317557891,7.5,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer
R.I.P.D.�,Action|Comedy|Fantasy,33592415,5.6,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak
Godzilla Resurgence�,Action|Adventure|Drama|Horror|Sci-Fi,,8.2,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda
Pirates of the Caribbean: The Curse of the Black Pearl�,Action|Adventure|Fantasy,305388685,8.1,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport
Harry Potter and the Deathly Hallows: Part I�,Fantasy,,6.4,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch
The Hunger Games: Mockingjay - Part 1�,Adventure|Sci-Fi|Thriller,337103873,6.7,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson
The Da Vinci Code�,Mystery|Thriller,217536138,6.6,Ron Howard,Tom Hanks,Seth Gabel,J�rgen Prochnow
Rio 2�,Adventure|Animation|Comedy|Family|Musical,131536019,6.4,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia
X-Men 2�,Action|Adventure|Fantasy|Sci-Fi|Thriller,214948780,7.5,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford
Fast Five�,Action|Crime|Thriller,209805005,7.3,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson
Sherlock Holmes: A Game of Shadows�,Action|Adventure|Crime|Mystery|Thriller,186830669,7.5,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson
Clash of the Titans�,Action|Adventure|Fantasy,163192114,5.8,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos
Total Recall�,Action|Sci-Fi,119412921,7.5,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell
The 13th Warrior�,Action|Adventure|History,32694788,6.6,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell
The Bourne Legacy�,Action|Adventure|Thriller,113165635,6.7,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach
Batman & Robin�,Action,107285004,3.7,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover
How the Grinch Stole Christmas�,Comedy|Family|Fantasy,260031035,6,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon
The Day After Tomorrow�,Action|Adventure|Sci-Fi|Thriller,186739919,6.4,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward
Mission: Impossible II�,Action|Adventure|Thriller,215397307,6.1,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh
The Perfect Storm�,Action|Adventure|Drama|Thriller,182618434,6.4,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton
Fantastic 4: Rise of the Silver Surfer�,Action|Adventure|Sci-Fi|Thriller,131920333,5.6,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher
Life of Pi�,Adventure|Drama|Fantasy,124976634,8,Ang Lee,Suraj Sharma,Rafe Spall,Tabu
Ghost Rider�,Action|Fantasy|Thriller,115802596,5.2,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda
Jason Bourne�,Action|Thriller,108521835,7.1,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh
Charlie's Angels: Full Throttle�,Action|Adventure|Comedy|Crime,100685880,4.8,McG,Demi Moore,Bernie Mac,Justin Theroux
Prometheus�,Adventure|Mystery|Sci-Fi,126464904,7,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris
Stuart Little 2�,Adventure|Animation|Comedy|Family|Fantasy,64736114,5.4,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith
Elysium�,Action|Drama|Sci-Fi|Thriller,93050117,6.6,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga
The Chronicles of Riddick�,Action|Adventure|Sci-Fi|Thriller,57637485,6.7,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox
RoboCop�,Action|Crime|Sci-Fi|Thriller,58607007,6.2,Jos� Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle
Speed Racer�,Action|Family|Sport,43929341,6.1,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia
How Do You Know�,Comedy|Drama|Romance,30212620,5.3,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris
Knight and Day�,Action|Comedy|Romance,76418654,6.3,James Mangold,Tom Cruise,Marc Blucas,Jordi Moll�
Oblivion�,Action|Adventure|Mystery|Sci-Fi,89021735,7,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zo� Bell
Star Wars: Episode III - Revenge of the Sith�,Action|Adventure|Fantasy|Sci-Fi,380262555,7.6,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen
Star Wars: Episode II - Attack of the Clones�,Action|Adventure|Fantasy|Sci-Fi,310675583,6.7,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen
"Monsters, Inc.�",Adventure|Animation|Comedy|Family|Fantasy,289907418,8.1,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn
The Wolverine�,Action|Adventure|Sci-Fi|Thriller,132550960,6.7,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima
Star Wars: Episode I - The Phantom Menace�,Action|Adventure|Fantasy|Sci-Fi,474544677,6.5,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid
The Croods�,Adventure|Animation|Comedy|Family|Fantasy,187165546,7.3,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage
Asterix at the Olympic Games�,Adventure|Comedy|Family|Fantasy,,5.1,Fr�d�ric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler
Windtalkers�,Action|Drama|War,40911830,6,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich
The Huntsman: Winter's War�,Action|Adventure|Drama|Fantasy,47952020,6.1,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron
Teenage Mutant Ninja Turtles�,Action|Adventure|Comedy|Sci-Fi,190871240,5.9,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard
Gravity�,Adventure|Drama|Sci-Fi|Thriller,274084951,7.8,Alfonso Cuar�n,Phaldut Sharma,Basher Savage,Amy Warren
Dante's Peak�,Action|Adventure|Thriller,67155742,5.8,Roger Donaldson,Jamie Ren�e Smith,Grant Heslov,Tzi Ma
Teenage Mutant Ninja Turtles: Out of the Shadows�,Action|Adventure|Comedy|Sci-Fi,81638674,6.3,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett
Fantastic Four�,Action|Adventure|Sci-Fi,56114221,4.3,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
Night at the Museum�,Action|Adventure|Comedy|Family|Fantasy,250863268,6.4,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan
San Andreas�,Action|Adventure|Drama|Thriller,155181732,6.1,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi
Tomorrow Never Dies�,Action|Adventure|Thriller,125332007,6.5,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker
The Patriot�,Action|Drama|History|War,113330342,7.1,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson
Ocean's Twelve�,Crime|Thriller,125531634,6.4,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden
Mr. & Mrs. Smith�,Action|Comedy|Crime|Romance|Thriller,186336103,6.5,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March
Insurgent�,Adventure|Sci-Fi|Thriller,129995817,6.3,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer
The Aviator�,Biography|Drama,102608827,7.5,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy
Gulliver's Travels�,Adventure|Comedy|Family|Fantasy,42776259,4.9,Rob Letterman,James Corden,Catherine Tate,Olly Alexander
The Green Hornet�,Action|Comedy|Crime|Sci-Fi|Thriller,98780042,5.8,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman
The A-Team�            ,Action|Adventure|Crime,,7.6,,George Peppard,Dirk Benedict,Dwight Schultz
300: Rise of an Empire�,Action|Drama|Fantasy|War,106369117,6.2,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah
The Smurfs�,Adventure|Animation|Comedy|Family|Fantasy,142614158,5.5,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley
Home on the Range�,Animation|Comedy|Family|Music|Western,50026353,5.4,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey
Allegiant�,Action|Adventure|Mystery|Sci-Fi|Thriller,66002193,5.8,Robert Schwentke,Naomi Watts,Theo James,Zo� Kravitz
Real Steel�,Action|Drama|Sci-Fi|Sport,85463309,7.1,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda
The Smurfs 2�,Adventure|Animation|Comedy|Family|Fantasy,71017784,5.4,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui
Speed 2: Cruise Control�,Action|Crime|Romance|Thriller,48068396,3.7,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles
Ender's Game�,Action|Sci-Fi,61656849,6.7,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight
Live Free or Die Hard�,Action|Adventure|Thriller,134520804,7.2,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli
The Lord of the Rings: The Fellowship of the Ring�,Action|Adventure|Drama|Fantasy,313837577,8.8,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd
Around the World in 80 Days�,Action|Adventure|Comedy,24004159,5.8,Frank Coraci,Jim Broadbent,Steve Coogan,C�cile De France
Ali�,Biography|Drama|Sport,58183966,6.8,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton
The Cat in the Hat�,Adventure|Comedy|Family|Fantasy,100446895,3.8,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin
"I, Robot�",Action|Mystery|Sci-Fi|Thriller,144795350,7.1,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride
Kingdom of Heaven�,Action|Adventure|Drama|History|War,47396698,7.2,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister
Stuart Little�,Adventure|Comedy|Family|Fantasy,140015224,5.9,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones
The Princess and the Frog�,Animation|Family|Fantasy|Musical|Romance,104374107,7.1,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose
The Martian�,Adventure|Drama|Sci-Fi,228430993,8.1,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong
"10,000 B.C.�            ",Comedy,,7.2,Christopher Barnard,Mathew Buck,,
The Island�,Action|Adventure|Romance|Sci-Fi|Thriller,35799026,6.9,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou
Town & Country�,Comedy|Romance,6712451,4.4,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling
Gone in Sixty Seconds�,Action|Crime|Thriller,101643008,6.5,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall
Gladiator�,Action|Drama|Romance,187670866,8.5,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed
Minority Report�,Action|Mystery|Sci-Fi|Thriller,132014112,7.7,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw
Harry Potter and the Chamber of Secrets�,Adventure|Family|Fantasy|Mystery,261970615,7.4,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson
Casino Royale�,Action|Adventure|Thriller,167007184,8,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic
Planet of the Apes�,Action|Adventure|Sci-Fi|Thriller,180011740,5.7,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari
Terminator 2: Judgment Day�,Action|Sci-Fi,204843350,8.5,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson
Public Enemies�,Biography|Crime|Drama|History|Romance,97030725,7,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham
American Gangster�,Biography|Crime|Drama,130127620,7.8,Ridley Scott,Denzel Washington,Ruby Dee,RZA
True Lies�,Action|Comedy|Thriller,146282411,7.2,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold
The Taking of Pelham 1 2 3�,Action|Crime|Thriller,65452312,6.4,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli
Little Fockers�,Comedy|Romance,148383780,5.5,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo
The Other Guys�,Action|Comedy|Crime,119219978,6.7,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter
Eraser�,Action|Drama|Mystery|Thriller,101228120,6.1,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia
Django Unchained�,Drama|Western,162804648,8.5,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh
The Hunchback of Notre Dame�,Animation|Drama|Family|Musical|Romance,100117603,6.9,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke
The Emperor's New Groove�,Adventure|Animation|Comedy|Family|Fantasy,89296573,7.3,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler
The Expendables 2�,Action|Adventure|Thriller,85017401,6.7,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis
National Treasure�,Action|Adventure|Comedy|Family|Mystery,173005002,6.9,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse
Eragon�,Action|Adventure|Family|Fantasy,75030163,5.1,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis
Where the Wild Things Are�,Adventure|Drama|Family|Fantasy,77222184,6.8,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records
Pan�,Adventure|Family|Fantasy,34964818,5.8,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie
Epic�,Adventure|Animation|Family|Fantasy,107515297,6.7,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans
The Tourist�,Action|Romance|Thriller,67631157,6,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell
End of Days�,Action|Fantasy|Horror|Mystery,66862068,5.7,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier
Blood Diamond�,Adventure|Drama|Thriller,57366262,8,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins
The Wolf of Wall Street�,Biography|Comedy|Crime|Drama,116866727,8.2,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau
Batman Forever�,Action|Adventure|Fantasy,184031112,5.4,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar
Starship Troopers�,Action|Sci-Fi|War,54700065,7.2,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam
Cloud Atlas�,Drama|Sci-Fi,27098580,7.5,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent
Legend of the Guardians: The Owls of Ga'Hoole�,Action|Adventure|Animation|Family|Fantasy,55673333,7,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia
Catwoman�,Action|Crime|Fantasy|Romance|Thriller,40198710,3.3,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein
Hercules�,Action|Adventure,72660029,6,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bols� Berdal
Treasure Planet�,Adventure|Animation|Family|Sci-Fi,38120554,7.1,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott
Land of the Lost�,Adventure|Comedy|Sci-Fi,49392095,5.4,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson
The Expendables 3�,Action|Adventure|Thriller,39292022,6.1,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford
Point Break�,Action|Crime|Sport|Thriller,28772222,5.3,Ericson Core,Ray Winstone,Edgar Ram�rez,Delroy Lindo
Son of the Mask�,Comedy|Family|Fantasy,17010646,2.2,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein
In the Heart of the Sea�,Action|Adventure|Biography|Drama|History|Thriller,24985612,7,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane
The Adventures of Pluto Nash�,Action|Comedy|Sci-Fi,4411102,3.8,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young
Green Zone�,Action|Drama|Thriller|War,35024475,6.9,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor
The Peanuts Movie�,Adventure|Animation|Comedy|Family,130174897,7.2,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez
The Spanish Prisoner�,Drama|Mystery|Thriller,10200000,7.3,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott
The Mummy Returns�,Action|Adventure|Fantasy|Thriller,202007640,6.3,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez
Gangs of New York�,Crime|Drama,77679638,7.5,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent
The Flowers of War�,Drama|History|Romance|War,9213,7.6,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi
Surf's Up�,Animation|Comedy|Family|Sport,58867694,6.8,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder
The Stepford Wives�,Comedy|Sci-Fi|Thriller,59475623,5.2,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart
Black Hawk Down�,Drama|History|War,108638745,7.7,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner
The Campaign�,Comedy,86897182,6.2,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa
The Fifth Element�,Action|Adventure|Sci-Fi,63540020,7.7,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman
Sex and the City 2�,Comedy|Drama|Romance,95328937,4.3,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis
The Road to El Dorado�,Adventure|Animation|Comedy|Family|Romance,50802661,6.9,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John
Ice Age: Continental Drift�,Adventure|Animation|Comedy|Family,161317423,6.6,Steve Martino,Peter Dinklage,Josh Gad,Drake
Cinderella�,Drama|Family|Fantasy|Romance,201148159,7,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James
The Lovely Bones�,Drama|Fantasy|Thriller,43982842,6.7,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy
Finding Nemo�,Adventure|Animation|Comedy|Family,380838870,8.2,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett
The Lord of the Rings: The Return of the King�,Action|Adventure|Drama|Fantasy,377019252,8.9,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill
The Lord of the Rings: The Two Towers�,Action|Adventure|Drama|Fantasy,340478898,8.7,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd
Seventh Son�,Action|Adventure|Fantasy,17176900,5.5,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams
Lara Croft: Tomb Raider�,Action|Adventure|Fantasy|Thriller,131144183,5.7,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie
Transcendence�,Drama|Mystery|Romance|Sci-Fi|Thriller,23014504,6.3,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.
Jurassic Park III�,Action|Adventure|Sci-Fi|Thriller,181166115,5.9,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola
Rise of the Planet of the Apes�,Action|Drama|Sci-Fi|Thriller,176740650,7.6,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine
The Spiderwick Chronicles�,Adventure|Family|Fantasy,71148699,6.6,Mark Waters,Martin Short,Tod Fennell,Joan Plowright
A Good Day to Die Hard�,Action|Thriller,67344392,5.3,John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke
The Alamo�,Drama|History|War|Western,22406362,6,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Moll�
The Incredibles�,Action|Adventure|Animation|Family,261437578,8,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano
Cutthroat Island�,Action|Adventure|Comedy,11000000,5.6,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine
Percy Jackson & the Olympians: The Lightning Thief�,Adventure|Family|Fantasy,88761720,5.9,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan
Men in Black�,Adventure|Comedy|Family|Mystery|Sci-Fi,250147615,7.3,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino
Toy Story 2�,Adventure|Animation|Comedy|Family|Fantasy,245823397,7.9,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight
Unstoppable�,Action|Thriller,81557479,6.8,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee
Rush Hour 2�,Action|Comedy|Crime|Thriller,226138454,6.6,Brett Ratner,Mei Melan�on,John Lone,Harris Yulin
What Lies Beneath�,Drama|Fantasy|Horror|Mystery|Thriller,155370362,6.6,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto
Cloudy with a Chance of Meatballs�,Animation|Comedy|Family|Sci-Fi,124870275,7,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker
Ice Age: Dawn of the Dinosaurs�,Action|Adventure|Animation|Comedy|Family,196573705,7,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton
The Secret Life of Walter Mitty�,Adventure|Comedy|Drama|Fantasy|Romance,58229120,7.3,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick
Charlie's Angels�,Action|Adventure|Comedy|Crime|Thriller,125305545,5.5,McG,Bill Murray,LL Cool J,Kelly Lynch
The Departed�,Crime|Drama|Thriller,132373442,8.5,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone
Mulan�,Adventure|Animation|Family|Fantasy|Musical|War,120618403,7.5,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray
Tropic Thunder�,Action|Comedy,110416702,7,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson
The Girl with the Dragon Tattoo�,Crime|Drama|Mystery|Thriller,102515793,7.8,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson
Die Hard with a Vengeance�,Action|Adventure|Thriller,100012500,7.6,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin
Sherlock Holmes�,Action|Adventure|Crime|Mystery|Thriller,209019489,7.6,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet
Ben-Hur�,Adventure|Drama|History,,6.1,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias
Atlantis: The Lost Empire�,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,84037039,6.8,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer
Alvin and the Chipmunks: The Road Chip�,Adventure|Animation|Comedy|Family|Fantasy|Music,85884815,5,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney
Valkyrie�,Drama|History|Thriller|War,83077470,7.1,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann
You Don't Mess with the Zohan�,Action|Comedy,100018837,5.5,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon
Pixels�,Action|Animation|Comedy|Sci-Fi,78747585,5.6,Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad
